package,date,downloads
ggplot2,2016-05-24,10657
ggplot2,2016-05-25,10071
ggplot2,2016-05-26,9303
ggplot2,2016-05-27,8029
ggplot2,2016-05-28,4708
ggplot2,2016-05-29,4441
ggplot2,2016-05-30,7931
ggplot2,2016-05-31,9667
ggplot2,2016-06-01,9987
ggplot2,2016-06-02,9704
ggplot2,2016-06-03,8192
ggplot2,2016-06-04,4492
ggplot2,2016-06-05,4629
ggplot2,2016-06-06,8691
ggplot2,2016-06-07,10062
ggplot2,2016-06-08,9645
ggplot2,2016-06-09,9005
ggplot2,2016-06-10,8345
ggplot2,2016-06-11,4108
ggplot2,2016-06-12,4337
ggplot2,2016-06-13,9007
ggplot2,2016-06-14,9425
ggplot2,2016-06-15,9242
ggplot2,2016-06-16,8902
ggplot2,2016-06-17,8241
ggplot2,2016-06-18,4470
ggplot2,2016-06-19,4203
ggplot2,2016-06-20,9468
ggplot2,2016-06-21,9976
ggplot2,2016-06-22,9660
ggplot2,2016-06-23,9538
ggplot2,2016-06-24,7911
ggplot2,2016-06-25,4581
ggplot2,2016-06-26,4769
ggplot2,2016-06-27,8907
ggplot2,2016-06-28,9957
ggplot2,2016-06-29,9014
ggplot2,2016-06-30,8513
ggplot2,2016-07-01,7266
ggplot2,2016-07-02,3721
ggplot2,2016-07-03,3941
ggplot2,2016-07-04,6822
ggplot2,2016-07-05,8729
ggplot2,2016-07-06,8354
ggplot2,2016-07-07,8223
ggplot2,2016-07-08,7383
ggplot2,2016-07-09,3975
ggplot2,2016-07-10,4360
ggplot2,2016-07-11,8193
ggplot2,2016-07-12,8757
ggplot2,2016-07-13,8276
ggplot2,2016-07-14,8113
ggplot2,2016-07-15,6921
ggplot2,2016-07-16,3912
ggplot2,2016-07-17,3688
ggplot2,2016-07-18,8461
ggplot2,2016-07-19,8952
ggplot2,2016-07-20,8956
ggplot2,2016-07-21,8658
ggplot2,2016-07-22,7254
ggplot2,2016-07-23,4149
ggplot2,2016-07-24,4010
ggplot2,2016-07-25,8243
ggplot2,2016-07-26,9048
ggplot2,2016-07-27,8190
ggplot2,2016-07-28,8575
ggplot2,2016-07-29,7577
ggplot2,2016-07-30,4113
ggplot2,2016-07-31,3887
ggplot2,2016-08-01,7553
ggplot2,2016-08-02,8762
ggplot2,2016-08-03,8450
ggplot2,2016-08-04,8098
ggplot2,2016-08-05,7860
ggplot2,2016-08-06,4158
ggplot2,2016-08-07,3944
ggplot2,2016-08-08,7835
ggplot2,2016-08-09,8192
ggplot2,2016-08-10,7935
ggplot2,2016-08-11,7997
ggplot2,2016-08-12,7019
ggplot2,2016-08-13,4050
ggplot2,2016-08-14,4098
ggplot2,2016-08-15,7221
ggplot2,2016-08-16,9141
ggplot2,2016-08-17,8158
ggplot2,2016-08-18,8269
ggplot2,2016-08-19,7912
ggplot2,2016-08-20,4210
ggplot2,2016-08-21,4386
ggplot2,2016-08-22,8670
ggplot2,2016-08-23,8872
ggplot2,2016-08-24,9299
ggplot2,2016-08-25,9310
ggplot2,2016-08-26,7871
ggplot2,2016-08-27,4027
ggplot2,2016-08-28,4116
ggplot2,2016-08-29,9158
ggplot2,2016-08-30,10135
ggplot2,2016-08-31,10235
ggplot2,2016-09-01,10477
ggplot2,2016-09-02,8782
ggplot2,2016-09-03,4215
ggplot2,2016-09-04,4035
ggplot2,2016-09-05,7901
ggplot2,2016-09-06,10797
ggplot2,2016-09-07,12103
ggplot2,2016-09-08,11891
ggplot2,2016-09-09,10331
ggplot2,2016-09-10,5205
ggplot2,2016-09-11,5168
ggplot2,2016-09-12,14282
ggplot2,2016-09-13,12699
ggplot2,2016-09-14,12051
ggplot2,2016-09-15,11361
ggplot2,2016-09-16,10701
ggplot2,2016-09-17,5491
ggplot2,2016-09-18,5295
ggplot2,2016-09-19,11683
ggplot2,2016-09-20,12431
ggplot2,2016-09-21,12730
ggplot2,2016-09-22,11677
ggplot2,2016-09-23,10763
ggplot2,2016-09-24,5418
ggplot2,2016-09-25,5424
ggplot2,2016-09-26,11680
ggplot2,2016-09-27,13174
ggplot2,2016-09-28,12605
ggplot2,2016-09-29,12943
ggplot2,2016-09-30,11088
ggplot2,2016-10-01,5499
ggplot2,2016-10-02,5893
ggplot2,2016-10-03,12322
ggplot2,2016-10-04,13696
ggplot2,2016-10-05,12542
ggplot2,2016-10-06,14458
ggplot2,2016-10-07,10779
ggplot2,2016-10-08,5928
ggplot2,2016-10-09,6209
ggplot2,2016-10-10,11724
ggplot2,2016-10-11,12866
ggplot2,2016-10-12,12991
ggplot2,2016-10-13,13190
ggplot2,2016-10-14,11179
ggplot2,2016-10-15,6579
ggplot2,2016-10-16,6586
ggplot2,2016-10-17,13447
ggplot2,2016-10-18,14030
ggplot2,2016-10-19,13307
ggplot2,2016-10-20,13189
ggplot2,2016-10-21,11159
ggplot2,2016-10-22,6099
ggplot2,2016-10-23,6128
ggplot2,2016-10-24,12717
ggplot2,2016-10-25,13459
ggplot2,2016-10-26,12975
ggplot2,2016-10-27,12607
ggplot2,2016-10-28,10708
ggplot2,2016-10-29,5836
ggplot2,2016-10-30,5945
ggplot2,2016-10-31,12894
ggplot2,2016-11-01,12538
ggplot2,2016-11-02,14762
ggplot2,2016-11-03,15430
ggplot2,2016-11-04,13232
ggplot2,2016-11-05,6885
ggplot2,2016-11-06,6615
ggplot2,2016-11-07,13891
ggplot2,2016-11-08,14601
ggplot2,2016-11-09,13080
ggplot2,2016-11-10,13969
ggplot2,2016-11-11,15754
ggplot2,2016-11-12,10633
ggplot2,2016-11-13,9586
ggplot2,2016-11-14,20408
ggplot2,2016-11-15,22437
ggplot2,2016-11-16,22972
ggplot2,2016-11-17,20435
ggplot2,2016-11-18,17399
ggplot2,2016-11-19,9428
ggplot2,2016-11-20,8967
ggplot2,2016-11-21,18731
ggplot2,2016-11-22,18695
ggplot2,2016-11-23,16774
ggplot2,2016-11-24,14083
ggplot2,2016-11-25,12248
ggplot2,2016-11-26,7617
ggplot2,2016-11-27,8361
ggplot2,2016-11-28,17643
ggplot2,2016-11-29,20024
ggplot2,2016-11-30,18432
ggplot2,2016-12-01,18250
ggplot2,2016-12-02,14904
ggplot2,2016-12-03,7912
ggplot2,2016-12-04,9003
ggplot2,2016-12-05,17720
ggplot2,2016-12-06,16198
ggplot2,2016-12-07,16110
ggplot2,2016-12-08,15276
ggplot2,2016-12-09,14270
ggplot2,2016-12-10,8109
ggplot2,2016-12-11,7792
ggplot2,2016-12-12,14935
ggplot2,2016-12-13,15203
ggplot2,2016-12-14,15420
ggplot2,2016-12-15,15469
ggplot2,2016-12-16,13997
ggplot2,2016-12-17,6751
ggplot2,2016-12-18,7497
ggplot2,2016-12-19,12414
ggplot2,2016-12-20,11830
ggplot2,2016-12-21,12063
ggplot2,2016-12-22,9539
ggplot2,2016-12-23,7207
ggplot2,2016-12-24,4154
ggplot2,2016-12-25,3530
ggplot2,2016-12-26,5471
ggplot2,2016-12-27,6995
ggplot2,2016-12-28,7863
ggplot2,2016-12-29,7125
ggplot2,2016-12-30,6295
ggplot2,2016-12-31,5907
ggplot2,2017-01-01,4437
ggplot2,2017-01-02,8937
ggplot2,2017-01-03,14055
ggplot2,2017-01-04,15744
ggplot2,2017-01-05,14858
ggplot2,2017-01-06,11971
ggplot2,2017-01-07,6683
ggplot2,2017-01-08,7039
ggplot2,2017-01-09,14918
ggplot2,2017-01-10,16002
ggplot2,2017-01-11,16920
ggplot2,2017-01-12,16838
ggplot2,2017-01-13,14212
ggplot2,2017-01-14,7067
ggplot2,2017-01-15,7538
ggplot2,2017-01-16,14381
ggplot2,2017-01-17,17277
ggplot2,2017-01-18,18437
ggplot2,2017-01-19,18462
ggplot2,2017-01-20,16122
ggplot2,2017-01-21,7153
ggplot2,2017-01-22,8095
ggplot2,2017-01-23,16477
ggplot2,2017-01-24,17702
ggplot2,2017-01-25,18174
ggplot2,2017-01-26,16949
ggplot2,2017-01-27,14856
ggplot2,2017-01-28,7122
ggplot2,2017-01-29,7944
ggplot2,2017-01-30,16513
ggplot2,2017-01-31,18418
ggplot2,2017-02-01,17248
ggplot2,2017-02-02,17876
ggplot2,2017-02-03,16656
ggplot2,2017-02-04,8030
ggplot2,2017-02-05,8047
ggplot2,2017-02-06,16714
ggplot2,2017-02-07,19023
ggplot2,2017-02-08,17164
ggplot2,2017-02-09,18332
ggplot2,2017-02-10,15407
ggplot2,2017-02-11,7364
ggplot2,2017-02-12,7634
ggplot2,2017-02-13,16986
ggplot2,2017-02-14,18795
ggplot2,2017-02-15,18989
ggplot2,2017-02-16,17254
ggplot2,2017-02-17,15308
ggplot2,2017-02-18,7760
ggplot2,2017-02-19,7991
ggplot2,2017-02-20,15699
ggplot2,2017-02-21,18734
ggplot2,2017-02-22,17937
ggplot2,2017-02-23,17990
ggplot2,2017-02-24,16446
ggplot2,2017-02-25,8044
ggplot2,2017-02-26,8490
ggplot2,2017-02-27,16237
ggplot2,2017-02-28,15130
ggplot2,2017-03-01,10083
ggplot2,2017-03-02,18215
ggplot2,2017-03-03,15206
ggplot2,2017-03-04,8204
ggplot2,2017-03-05,8534
ggplot2,2017-03-06,16212
ggplot2,2017-03-07,17736
ggplot2,2017-03-08,18740
ggplot2,2017-03-09,17834
ggplot2,2017-03-10,16136
ggplot2,2017-03-11,8419
ggplot2,2017-03-12,7966
ggplot2,2017-03-13,16384
ggplot2,2017-03-14,17289
ggplot2,2017-03-15,17854
ggplot2,2017-03-16,17022
ggplot2,2017-03-17,14609
ggplot2,2017-03-18,8089
ggplot2,2017-03-19,8663
ggplot2,2017-03-20,16874
ggplot2,2017-03-21,19502
ggplot2,2017-03-22,19423
ggplot2,2017-03-23,17527
ggplot2,2017-03-24,16417
ggplot2,2017-03-25,9984
ggplot2,2017-03-26,10211
ggplot2,2017-03-27,18256
ggplot2,2017-03-28,18417
ggplot2,2017-03-29,19707
ggplot2,2017-03-30,20691
ggplot2,2017-03-31,14429
ggplot2,2017-04-01,9088
ggplot2,2017-04-02,9166
ggplot2,2017-04-03,16454
ggplot2,2017-04-04,17047
ggplot2,2017-04-05,17692
ggplot2,2017-04-06,17874
ggplot2,2017-04-07,15553
ggplot2,2017-04-08,8640
ggplot2,2017-04-09,8458
ggplot2,2017-04-10,17275
ggplot2,2017-04-11,18682
ggplot2,2017-04-12,16332
ggplot2,2017-04-13,15219
ggplot2,2017-04-14,11636
ggplot2,2017-04-15,7751
ggplot2,2017-04-16,6895
ggplot2,2017-04-17,13607
ggplot2,2017-04-18,17353
ggplot2,2017-04-19,21724
ggplot2,2017-04-20,19157
ggplot2,2017-04-21,15263
ggplot2,2017-04-22,8098
ggplot2,2017-04-23,8951
ggplot2,2017-04-24,17159
ggplot2,2017-04-25,20395
ggplot2,2017-04-26,21066
ggplot2,2017-04-27,21565
ggplot2,2017-04-28,16114
ggplot2,2017-04-29,10189
ggplot2,2017-04-30,9371
ggplot2,2017-05-01,13296
ggplot2,2017-05-02,20059
ggplot2,2017-05-03,17806
ggplot2,2017-05-04,16478
ggplot2,2017-05-05,14404
ggplot2,2017-05-06,7727
ggplot2,2017-05-07,8515
ggplot2,2017-05-08,18010
ggplot2,2017-05-09,17811
ggplot2,2017-05-10,16619
ggplot2,2017-05-11,15509
ggplot2,2017-05-12,14586
ggplot2,2017-05-13,7041
ggplot2,2017-05-14,7306
ggplot2,2017-05-15,15106
ggplot2,2017-05-16,17449
ggplot2,2017-05-17,18503
ggplot2,2017-05-18,17405
ggplot2,2017-05-19,14271
ggplot2,2017-05-20,7024
ggplot2,2017-05-21,7097
ggplot2,2017-05-22,15732
ggplot2,2017-05-23,16403
ggplot2,2017-05-24,15819
ggplot2,2017-05-25,14387
ggplot2,2017-05-26,12454
ggplot2,2017-05-27,6351
ggplot2,2017-05-28,6664
ggplot2,2017-05-29,11007
ggplot2,2017-05-30,14783
ggplot2,2017-05-31,15086
ggplot2,2017-06-01,15268
ggplot2,2017-06-02,13808
ggplot2,2017-06-03,6634
ggplot2,2017-06-04,7010
ggplot2,2017-06-05,14090
ggplot2,2017-06-06,15623
ggplot2,2017-06-07,15636
ggplot2,2017-06-08,16301
ggplot2,2017-06-09,13195
ggplot2,2017-06-10,6430
ggplot2,2017-06-11,6439
ggplot2,2017-06-12,13964
ggplot2,2017-06-13,15335
ggplot2,2017-06-14,14900
ggplot2,2017-06-15,13826
ggplot2,2017-06-16,12720
ggplot2,2017-06-17,5624
ggplot2,2017-06-18,5455
ggplot2,2017-06-19,13737
ggplot2,2017-06-20,14781
ggplot2,2017-06-21,14913
ggplot2,2017-06-22,14013
ggplot2,2017-06-23,11899
ggplot2,2017-06-24,6086
ggplot2,2017-06-25,5798
ggplot2,2017-06-26,12819
ggplot2,2017-06-27,14356
ggplot2,2017-06-28,14202
ggplot2,2017-06-29,12981
ggplot2,2017-06-30,11780
ggplot2,2017-07-01,5763
ggplot2,2017-07-02,5511
ggplot2,2017-07-03,12011
ggplot2,2017-07-04,11308
ggplot2,2017-07-05,12976
ggplot2,2017-07-06,13037
ggplot2,2017-07-07,11345
ggplot2,2017-07-08,5907
ggplot2,2017-07-09,5733
ggplot2,2017-07-10,13520
ggplot2,2017-07-11,13780
ggplot2,2017-07-12,13411
ggplot2,2017-07-13,12984
ggplot2,2017-07-14,10101
ggplot2,2017-07-15,4758
ggplot2,2017-07-16,4744
ggplot2,2017-07-17,11591
ggplot2,2017-07-18,12984
ggplot2,2017-07-19,12921
ggplot2,2017-07-20,13317
ggplot2,2017-07-21,11550
ggplot2,2017-07-22,6219
ggplot2,2017-07-23,6582
ggplot2,2017-07-24,12710
ggplot2,2017-07-25,13607
ggplot2,2017-07-26,13121
ggplot2,2017-07-27,12266
ggplot2,2017-07-28,10608
ggplot2,2017-07-29,5935
ggplot2,2017-07-30,6105
ggplot2,2017-07-31,11706
ggplot2,2017-08-01,12886
ggplot2,2017-08-02,12213
ggplot2,2017-08-03,12569
ggplot2,2017-08-04,10870
ggplot2,2017-08-05,5985
ggplot2,2017-08-06,5845
ggplot2,2017-08-07,11959
ggplot2,2017-08-08,12155
ggplot2,2017-08-09,12149
ggplot2,2017-08-10,11197
ggplot2,2017-08-11,9741
ggplot2,2017-08-12,4903
ggplot2,2017-08-13,4797
ggplot2,2017-08-14,10074
ggplot2,2017-08-15,10250
ggplot2,2017-08-16,10882
ggplot2,2017-08-17,11210
ggplot2,2017-08-18,9566
ggplot2,2017-08-19,5662
ggplot2,2017-08-20,5258
ggplot2,2017-08-21,10776
ggplot2,2017-08-22,12068
ggplot2,2017-08-23,12326
ggplot2,2017-08-24,11772
ggplot2,2017-08-25,10056
ggplot2,2017-08-26,5554
ggplot2,2017-08-27,4916
ggplot2,2017-08-28,12029
ggplot2,2017-08-29,13470
ggplot2,2017-08-30,14024
ggplot2,2017-08-31,14205
ggplot2,2017-09-01,11510
ggplot2,2017-09-02,6080
ggplot2,2017-09-03,5785
ggplot2,2017-09-04,10661
ggplot2,2017-09-05,14320
ggplot2,2017-09-06,15947
ggplot2,2017-09-07,15719
ggplot2,2017-09-08,13501
ggplot2,2017-09-09,6481
ggplot2,2017-09-10,6246
ggplot2,2017-09-11,15943
ggplot2,2017-09-12,16665
ggplot2,2017-09-13,17208
ggplot2,2017-09-14,16829
ggplot2,2017-09-15,13978
ggplot2,2017-09-16,7189
ggplot2,2017-09-17,7378
ggplot2,2017-09-18,15774
ggplot2,2017-09-19,16617
ggplot2,2017-09-20,17214
ggplot2,2017-09-21,15763
ggplot2,2017-09-22,13880
ggplot2,2017-09-23,7399
ggplot2,2017-09-24,7802
ggplot2,2017-09-25,17460
ggplot2,2017-09-26,19116
ggplot2,2017-09-27,17800
ggplot2,2017-09-28,17606
ggplot2,2017-09-29,14385
ggplot2,2017-09-30,7398
ggplot2,2017-10-01,7422
ggplot2,2017-10-02,16647
ggplot2,2017-10-03,16327
ggplot2,2017-10-04,17297
ggplot2,2017-10-05,17124
ggplot2,2017-10-06,15255
ggplot2,2017-10-07,7219
ggplot2,2017-10-08,8182
ggplot2,2017-10-09,15489
ggplot2,2017-10-10,18677
ggplot2,2017-10-11,19416
ggplot2,2017-10-12,17687
ggplot2,2017-10-13,15617
ggplot2,2017-10-14,8127
ggplot2,2017-10-15,8179
ggplot2,2017-10-16,17533
ggplot2,2017-10-17,18447
ggplot2,2017-10-18,16938
ggplot2,2017-10-19,17164
ggplot2,2017-10-20,16735
ggplot2,2017-10-21,7755
ggplot2,2017-10-22,7836
ggplot2,2017-10-23,17272
ggplot2,2017-10-24,18989
ggplot2,2017-10-25,17279
ggplot2,2017-10-26,18747
ggplot2,2017-10-27,15839
ggplot2,2017-10-28,8382
ggplot2,2017-10-29,8318
ggplot2,2017-10-30,17624
ggplot2,2017-10-31,16942
ggplot2,2017-11-01,15518
ggplot2,2017-11-02,18859
ggplot2,2017-11-03,14729
ggplot2,2017-11-04,8307
ggplot2,2017-11-05,8644
ggplot2,2017-11-06,17391
ggplot2,2017-11-07,19429
ggplot2,2017-11-08,18937
ggplot2,2017-11-09,17967
ggplot2,2017-11-10,14568
ggplot2,2017-11-11,8146
ggplot2,2017-11-12,8767
ggplot2,2017-11-13,20101
ggplot2,2017-11-14,22378
ggplot2,2017-11-15,18147
ggplot2,2017-11-16,18159
ggplot2,2017-11-17,15661
ggplot2,2017-11-18,8866
ggplot2,2017-11-19,8683
ggplot2,2017-11-20,18498
ggplot2,2017-11-21,18095
ggplot2,2017-11-22,16815
ggplot2,2017-11-23,14125
ggplot2,2017-11-24,15044
ggplot2,2017-11-25,8673
ggplot2,2017-11-26,8572
ggplot2,2017-11-27,17570
ggplot2,2017-11-28,18348
ggplot2,2017-11-29,18144
ggplot2,2017-11-30,17611
ggplot2,2017-12-01,15502
ggplot2,2017-12-02,9626
ggplot2,2017-12-03,9205
ggplot2,2017-12-04,17714
ggplot2,2017-12-05,18662
ggplot2,2017-12-06,19048
ggplot2,2017-12-07,17711
ggplot2,2017-12-08,14700
ggplot2,2017-12-09,9151
ggplot2,2017-12-10,8748
ggplot2,2017-12-11,16204
ggplot2,2017-12-12,16375
ggplot2,2017-12-13,16353
ggplot2,2017-12-14,14644
ggplot2,2017-12-15,12549
ggplot2,2017-12-16,7690
ggplot2,2017-12-17,7301
ggplot2,2017-12-18,13793
ggplot2,2017-12-19,14475
ggplot2,2017-12-20,14311
ggplot2,2017-12-21,11580
ggplot2,2017-12-22,9386
ggplot2,2017-12-23,6038
ggplot2,2017-12-24,5178
ggplot2,2017-12-25,5442
ggplot2,2017-12-26,8110
ggplot2,2017-12-27,8004
ggplot2,2017-12-28,8207
ggplot2,2017-12-29,6876
ggplot2,2017-12-30,4774
ggplot2,2017-12-31,4277
ggplot2,2018-01-01,3735
ggplot2,2018-01-02,8801
ggplot2,2018-01-03,10930
ggplot2,2018-01-04,11820
ggplot2,2018-01-05,10700
ggplot2,2018-01-06,7057
ggplot2,2018-01-07,7289
ggplot2,2018-01-08,13752
ggplot2,2018-01-09,15542
ggplot2,2018-01-10,16067
ggplot2,2018-01-11,14944
ggplot2,2018-01-12,13942
ggplot2,2018-01-13,8091
ggplot2,2018-01-14,8351
ggplot2,2018-01-15,14275
ggplot2,2018-01-16,17649
ggplot2,2018-01-17,17946
ggplot2,2018-01-18,18001
ggplot2,2018-01-19,15470
ggplot2,2018-01-20,8140
ggplot2,2018-01-21,8425
ggplot2,2018-01-22,17478
ggplot2,2018-01-23,19898
ggplot2,2018-01-24,18525
ggplot2,2018-01-25,18529
ggplot2,2018-01-26,15267
ggplot2,2018-01-27,8618
ggplot2,2018-01-28,9003
ggplot2,2018-01-29,18891
ggplot2,2018-01-30,23854
ggplot2,2018-01-31,18382
ggplot2,2018-02-01,18108
ggplot2,2018-02-02,15385
ggplot2,2018-02-03,8146
ggplot2,2018-02-04,7848
ggplot2,2018-02-05,17262
ggplot2,2018-02-06,17953
ggplot2,2018-02-07,17412
ggplot2,2018-02-08,18019
ggplot2,2018-02-09,15785
ggplot2,2018-02-10,8276
ggplot2,2018-02-11,8060
ggplot2,2018-02-12,16982
ggplot2,2018-02-13,17180
ggplot2,2018-02-14,16490
ggplot2,2018-02-15,16527
ggplot2,2018-02-16,14500
ggplot2,2018-02-17,7877
ggplot2,2018-02-18,8033
ggplot2,2018-02-19,16248
ggplot2,2018-02-20,18616
ggplot2,2018-02-21,19527
ggplot2,2018-02-22,18444
ggplot2,2018-02-23,16054
ggplot2,2018-02-24,9476
ggplot2,2018-02-25,9535
ggplot2,2018-02-26,19217
ggplot2,2018-02-27,19694
ggplot2,2018-02-28,19184
ggplot2,2018-03-01,20368
ggplot2,2018-03-02,17077
ggplot2,2018-03-03,7973
ggplot2,2018-03-04,8262
ggplot2,2018-03-05,18334
ggplot2,2018-03-06,18675
ggplot2,2018-03-07,18409
ggplot2,2018-03-08,18470
ggplot2,2018-03-09,16325
ggplot2,2018-03-10,9065
ggplot2,2018-03-11,8943
ggplot2,2018-03-12,20833
ggplot2,2018-03-13,24233
ggplot2,2018-03-14,23179
ggplot2,2018-03-15,19398
ggplot2,2018-03-16,17094
ggplot2,2018-03-17,9439
ggplot2,2018-03-18,9288
ggplot2,2018-03-19,19220
ggplot2,2018-03-20,20479
ggplot2,2018-03-21,20621
ggplot2,2018-03-22,20101
ggplot2,2018-03-23,17141
ggplot2,2018-03-24,9795
ggplot2,2018-03-25,9659
ggplot2,2018-03-26,18792
ggplot2,2018-03-27,19198
ggplot2,2018-03-28,18320
ggplot2,2018-03-29,16881
ggplot2,2018-03-30,11868
ggplot2,2018-03-31,7917
ggplot2,2018-04-01,7571
ggplot2,2018-04-02,16614
ggplot2,2018-04-03,18298
ggplot2,2018-04-04,19064
ggplot2,2018-04-05,18410
ggplot2,2018-04-06,15169
ggplot2,2018-04-07,9955
ggplot2,2018-04-08,10179
ggplot2,2018-04-09,18741
ggplot2,2018-04-10,20330
ggplot2,2018-04-11,19583
ggplot2,2018-04-12,19605
ggplot2,2018-04-13,16694
ggplot2,2018-04-14,10177
ggplot2,2018-04-15,10400
ggplot2,2018-04-16,18968
ggplot2,2018-04-17,19925
ggplot2,2018-04-18,19606
ggplot2,2018-04-19,18805
ggplot2,2018-04-20,15959
ggplot2,2018-04-21,8844
ggplot2,2018-04-22,8991
ggplot2,2018-04-23,18838
ggplot2,2018-04-24,21389
ggplot2,2018-04-25,22992
ggplot2,2018-04-26,21446
ggplot2,2018-04-27,22638
ggplot2,2018-04-28,20183
ggplot2,2018-04-29,19868
ggplot2,2018-04-30,22637
ggplot2,2018-05-01,16129
ggplot2,2018-05-02,34249
ggplot2,2018-05-03,20863
ggplot2,2018-05-04,17105
ggplot2,2018-05-05,9829
ggplot2,2018-05-06,9388
ggplot2,2018-05-07,17860
ggplot2,2018-05-08,20282
ggplot2,2018-05-09,19453
ggplot2,2018-05-10,17403
ggplot2,2018-05-11,16137
ggplot2,2018-05-12,9455
ggplot2,2018-05-13,9053
ggplot2,2018-05-14,18443
ggplot2,2018-05-15,19833
ggplot2,2018-05-16,19064
ggplot2,2018-05-17,20281
ggplot2,2018-05-18,15853
ggplot2,2018-05-19,9090
ggplot2,2018-05-20,8662
ggplot2,2018-05-21,16274
ggplot2,2018-05-22,18062
ggplot2,2018-05-23,19364
ggplot2,2018-05-24,19828
ggplot2,2018-05-25,16152
ggplot2,2018-05-26,8302
ggplot2,2018-05-27,8143
ggplot2,2018-05-28,17266
ggplot2,2018-05-29,18859
ggplot2,2018-05-30,18058
ggplot2,2018-05-31,18864
ggplot2,2018-06-01,18146
ggplot2,2018-06-02,9630
ggplot2,2018-06-03,9876
ggplot2,2018-06-04,18941
ggplot2,2018-06-05,18511
ggplot2,2018-06-06,18522
ggplot2,2018-06-07,18544
ggplot2,2018-06-08,15538
ggplot2,2018-06-09,8394
ggplot2,2018-06-10,8379
ggplot2,2018-06-11,16717
ggplot2,2018-06-12,22921
ggplot2,2018-06-13,17698
ggplot2,2018-06-14,17226
ggplot2,2018-06-15,13822
ggplot2,2018-06-16,8046
ggplot2,2018-06-17,9163
ggplot2,2018-06-18,17925
ggplot2,2018-06-19,16957
ggplot2,2018-06-20,16899
ggplot2,2018-06-21,16835
ggplot2,2018-06-22,15204
ggplot2,2018-06-23,8452
ggplot2,2018-06-24,10206
ggplot2,2018-06-25,15367
ggplot2,2018-06-26,17687
ggplot2,2018-06-27,16410
ggplot2,2018-06-28,15742
ggplot2,2018-06-29,13435
ggplot2,2018-06-30,7963
ggplot2,2018-07-01,8599
ggplot2,2018-07-02,15758
ggplot2,2018-07-03,20244
ggplot2,2018-07-04,25274
ggplot2,2018-07-05,25538
ggplot2,2018-07-06,20599
ggplot2,2018-07-07,12187
ggplot2,2018-07-08,12096
ggplot2,2018-07-09,23575
ggplot2,2018-07-10,23148
ggplot2,2018-07-11,21273
ggplot2,2018-07-12,20819
ggplot2,2018-07-13,17751
ggplot2,2018-07-14,10165
ggplot2,2018-07-15,9537
ggplot2,2018-07-16,19200
ggplot2,2018-07-17,20427
ggplot2,2018-07-18,24245
ggplot2,2018-07-19,25871
ggplot2,2018-07-20,22094
ggplot2,2018-07-21,8886
ggplot2,2018-07-22,14351
ggplot2,2018-07-23,19850
ggplot2,2018-07-24,20839
ggplot2,2018-07-25,19809
ggplot2,2018-07-26,18850
ggplot2,2018-07-27,16708
ggplot2,2018-07-28,9116
ggplot2,2018-07-29,8656
ggplot2,2018-07-30,18262
ggplot2,2018-07-31,18826
ggplot2,2018-08-01,18718
ggplot2,2018-08-02,30541
ggplot2,2018-08-03,19439
ggplot2,2018-08-04,8056
ggplot2,2018-08-05,8612
ggplot2,2018-08-06,17220
ggplot2,2018-08-07,18114
ggplot2,2018-08-08,17990
ggplot2,2018-08-09,17736
ggplot2,2018-08-10,14900
ggplot2,2018-08-11,8218
ggplot2,2018-08-12,7774
ggplot2,2018-08-13,17016
ggplot2,2018-08-14,17663
ggplot2,2018-08-15,15999
ggplot2,2018-08-16,17517
ggplot2,2018-08-17,14571
ggplot2,2018-08-18,8346
ggplot2,2018-08-19,7807
ggplot2,2018-08-20,17789
ggplot2,2018-08-21,19498
ggplot2,2018-08-22,19010
ggplot2,2018-08-23,19419
ggplot2,2018-08-24,16682
ggplot2,2018-08-25,8385
ggplot2,2018-08-26,8136
ggplot2,2018-08-27,18502
ggplot2,2018-08-28,21464
ggplot2,2018-08-29,21735
ggplot2,2018-08-30,21807
ggplot2,2018-08-31,18554
ggplot2,2018-09-01,9260
ggplot2,2018-09-02,8432
ggplot2,2018-09-03,16472
ggplot2,2018-09-04,22644
ggplot2,2018-09-05,24024
ggplot2,2018-09-06,24454
ggplot2,2018-09-07,20226
ggplot2,2018-09-08,10001
ggplot2,2018-09-09,9875
ggplot2,2018-09-10,23622
ggplot2,2018-09-11,25508
ggplot2,2018-09-12,28078
ggplot2,2018-09-13,29482
ggplot2,2018-09-14,25400
ggplot2,2018-09-15,12339
ggplot2,2018-09-16,12661
ggplot2,2018-09-17,29245
ggplot2,2018-09-18,31238
ggplot2,2018-09-19,30100
ggplot2,2018-09-20,29597
ggplot2,2018-09-21,29325
ggplot2,2018-09-22,12227
ggplot2,2018-09-23,12599
ggplot2,2018-09-24,27641
ggplot2,2018-09-25,30933
ggplot2,2018-09-26,29795
ggplot2,2018-09-27,30845
ggplot2,2018-09-28,24898
ggplot2,2018-09-29,13609
ggplot2,2018-09-30,12751
ggplot2,2018-10-01,29388
ggplot2,2018-10-02,29396
ggplot2,2018-10-03,28518
ggplot2,2018-10-04,30422
ggplot2,2018-10-05,25416
ggplot2,2018-10-06,13584
ggplot2,2018-10-07,13291
ggplot2,2018-10-08,29975
ggplot2,2018-10-09,32260
ggplot2,2018-10-10,30627
ggplot2,2018-10-11,30473
ggplot2,2018-10-12,24774
ggplot2,2018-10-13,14322
ggplot2,2018-10-14,13656
