package,date,downloads
ggplot2,2018-10-15,28673
ggplot2,2018-10-16,31225
ggplot2,2018-10-17,29867
ggplot2,2018-10-18,28441
ggplot2,2018-10-19,24042
ggplot2,2018-10-20,13710
ggplot2,2018-10-21,13306
ggplot2,2018-10-22,28437
ggplot2,2018-10-23,31019
ggplot2,2018-10-24,29543
ggplot2,2018-10-25,43883
ggplot2,2018-10-26,37586
ggplot2,2018-10-27,17840
ggplot2,2018-10-28,16003
ggplot2,2018-10-29,34736
ggplot2,2018-10-30,35251
ggplot2,2018-10-31,33209
ggplot2,2018-11-01,29698
ggplot2,2018-11-02,25633
ggplot2,2018-11-03,13933
ggplot2,2018-11-04,14684
ggplot2,2018-11-05,31762
ggplot2,2018-11-06,33173
ggplot2,2018-11-07,32718
ggplot2,2018-11-08,31765
ggplot2,2018-11-09,27173
ggplot2,2018-11-10,14787
ggplot2,2018-11-11,14510
ggplot2,2018-11-12,29928
ggplot2,2018-11-13,35124
ggplot2,2018-11-14,33626
ggplot2,2018-11-15,31336
ggplot2,2018-11-16,29917
ggplot2,2018-11-17,15352
ggplot2,2018-11-18,16085
ggplot2,2018-11-19,29186
ggplot2,2018-11-20,30887
ggplot2,2018-11-21,29301
ggplot2,2018-11-22,25207
ggplot2,2018-11-23,20996
ggplot2,2018-11-24,13379
ggplot2,2018-11-25,13783
ggplot2,2018-11-26,34845
ggplot2,2018-11-27,50893
ggplot2,2018-11-28,36489
ggplot2,2018-11-29,36591
ggplot2,2018-11-30,27128
ggplot2,2018-12-01,15270
ggplot2,2018-12-02,15274
ggplot2,2018-12-03,30347
ggplot2,2018-12-04,30936
ggplot2,2018-12-05,30549
ggplot2,2018-12-06,31698
ggplot2,2018-12-07,27606
ggplot2,2018-12-08,16122
ggplot2,2018-12-09,16360
ggplot2,2018-12-10,28061
ggplot2,2018-12-11,30662
ggplot2,2018-12-12,27133
ggplot2,2018-12-13,27105
ggplot2,2018-12-14,21040
ggplot2,2018-12-15,13126
ggplot2,2018-12-16,13092
ggplot2,2018-12-17,23212
ggplot2,2018-12-18,22628
ggplot2,2018-12-19,24141
ggplot2,2018-12-20,20509
ggplot2,2018-12-21,16089
ggplot2,2018-12-22,9232
ggplot2,2018-12-23,9011
ggplot2,2018-12-24,10486
ggplot2,2018-12-25,9010
ggplot2,2018-12-26,12964
ggplot2,2018-12-27,13846
ggplot2,2018-12-28,12993
ggplot2,2018-12-29,8865
ggplot2,2018-12-30,8423
ggplot2,2018-12-31,9523
ggplot2,2019-01-01,8102
ggplot2,2019-01-02,16773
ggplot2,2019-01-03,19242
ggplot2,2019-01-04,18252
ggplot2,2019-01-05,11754
ggplot2,2019-01-06,11591
ggplot2,2019-01-07,24240
ggplot2,2019-01-08,26369
ggplot2,2019-01-09,27602
ggplot2,2019-01-10,28216
ggplot2,2019-01-11,25481
ggplot2,2019-01-12,14526
ggplot2,2019-01-13,14799
ggplot2,2019-01-14,28413
ggplot2,2019-01-15,31449
ggplot2,2019-01-16,31922
ggplot2,2019-01-17,29946
ggplot2,2019-01-18,28402
ggplot2,2019-01-19,16706
ggplot2,2019-01-20,15812
ggplot2,2019-01-21,28003
ggplot2,2019-01-22,32733
ggplot2,2019-01-23,32246
ggplot2,2019-01-24,31655
ggplot2,2019-01-25,26412
ggplot2,2019-01-26,12963
ggplot2,2019-01-27,13420
ggplot2,2019-01-28,30624
ggplot2,2019-01-29,30601
ggplot2,2019-01-30,30201
ggplot2,2019-01-31,27945
ggplot2,2019-02-01,27764
ggplot2,2019-02-02,14888
ggplot2,2019-02-03,14211
ggplot2,2019-02-04,29984
ggplot2,2019-02-05,31255
ggplot2,2019-02-06,29305
ggplot2,2019-02-07,31533
ggplot2,2019-02-08,28147
ggplot2,2019-02-09,14593
ggplot2,2019-02-10,14459
ggplot2,2019-02-11,31001
ggplot2,2019-02-12,32069
ggplot2,2019-02-13,33311
ggplot2,2019-02-14,28451
ggplot2,2019-02-15,30772
ggplot2,2019-02-16,14831
ggplot2,2019-02-17,14540
ggplot2,2019-02-18,27657
ggplot2,2019-02-19,30305
ggplot2,2019-02-20,30607
ggplot2,2019-02-21,31876
ggplot2,2019-02-22,28136
ggplot2,2019-02-23,15212
ggplot2,2019-02-24,14168
ggplot2,2019-02-25,30194
ggplot2,2019-02-26,31933
ggplot2,2019-02-27,29916
ggplot2,2019-02-28,29208
ggplot2,2019-03-01,25385
ggplot2,2019-03-02,13344
ggplot2,2019-03-03,13459
ggplot2,2019-03-04,28582
ggplot2,2019-03-05,29721
ggplot2,2019-03-06,30397
ggplot2,2019-03-07,30513
ggplot2,2019-03-08,26021
ggplot2,2019-03-09,14352
ggplot2,2019-03-10,14313
ggplot2,2019-03-11,30667
ggplot2,2019-03-12,32065
ggplot2,2019-03-13,31370
ggplot2,2019-03-14,31379
ggplot2,2019-03-15,26856
ggplot2,2019-03-16,14636
ggplot2,2019-03-17,14732
ggplot2,2019-03-18,29650
ggplot2,2019-03-19,32202
ggplot2,2019-03-20,32097
ggplot2,2019-03-21,30278
ggplot2,2019-03-22,26906
ggplot2,2019-03-23,16989
ggplot2,2019-03-24,14687
ggplot2,2019-03-25,30909
ggplot2,2019-03-26,32849
ggplot2,2019-03-27,31927
ggplot2,2019-03-28,31303
ggplot2,2019-03-29,25712
ggplot2,2019-03-30,14178
ggplot2,2019-03-31,14353
ggplot2,2019-04-01,29170
ggplot2,2019-04-02,30819
ggplot2,2019-04-03,31342
ggplot2,2019-04-04,31295
ggplot2,2019-04-05,26908
ggplot2,2019-04-06,14608
ggplot2,2019-04-07,20784
ggplot2,2019-04-08,40686
ggplot2,2019-04-09,38956
ggplot2,2019-04-10,37101
ggplot2,2019-04-11,35232
ggplot2,2019-04-12,31177
ggplot2,2019-04-13,16601
ggplot2,2019-04-14,16713
ggplot2,2019-04-15,33177
ggplot2,2019-04-16,32762
ggplot2,2019-04-17,32585
ggplot2,2019-04-18,29258
ggplot2,2019-04-19,22829
ggplot2,2019-04-20,15283
ggplot2,2019-04-21,13779
ggplot2,2019-04-22,25061
ggplot2,2019-04-23,31446
ggplot2,2019-04-24,31365
ggplot2,2019-04-25,29973
ggplot2,2019-04-26,27867
ggplot2,2019-04-27,16977
ggplot2,2019-04-28,18428
ggplot2,2019-04-29,34501
ggplot2,2019-04-30,33817
ggplot2,2019-05-01,26892
ggplot2,2019-05-02,32869
ggplot2,2019-05-03,28609
ggplot2,2019-05-04,16175
ggplot2,2019-05-05,15915
ggplot2,2019-05-06,31439
ggplot2,2019-05-07,33712
ggplot2,2019-05-08,34193
ggplot2,2019-05-09,33518
ggplot2,2019-05-10,28125
ggplot2,2019-05-11,15181
ggplot2,2019-05-12,15583
ggplot2,2019-05-13,32444
ggplot2,2019-05-14,34228
ggplot2,2019-05-15,33027
ggplot2,2019-05-16,33147
ggplot2,2019-05-17,28676
ggplot2,2019-05-18,16011
ggplot2,2019-05-19,15568
ggplot2,2019-05-20,30760
ggplot2,2019-05-21,33950
ggplot2,2019-05-22,32006
ggplot2,2019-05-23,31381
ggplot2,2019-05-24,27280
ggplot2,2019-05-25,14754
ggplot2,2019-05-26,14502
ggplot2,2019-05-27,25715
ggplot2,2019-05-28,32328
ggplot2,2019-05-29,30383
ggplot2,2019-05-30,27141
ggplot2,2019-05-31,24547
ggplot2,2019-06-01,13877
ggplot2,2019-06-02,13451
ggplot2,2019-06-03,28970
ggplot2,2019-06-04,30347
ggplot2,2019-06-05,28045
ggplot2,2019-06-06,27946
ggplot2,2019-06-07,24233
ggplot2,2019-06-08,13305
ggplot2,2019-06-09,13234
ggplot2,2019-06-10,24948
ggplot2,2019-06-11,29315
ggplot2,2019-06-12,28299
ggplot2,2019-06-13,26924
ggplot2,2019-06-14,24557
ggplot2,2019-06-15,13436
ggplot2,2019-06-16,15794
ggplot2,2019-06-17,35839
ggplot2,2019-06-18,35040
ggplot2,2019-06-19,32134
ggplot2,2019-06-20,28947
ggplot2,2019-06-21,25088
ggplot2,2019-06-22,14380
ggplot2,2019-06-23,13094
ggplot2,2019-06-24,27053
ggplot2,2019-06-25,29572
ggplot2,2019-06-26,26916
ggplot2,2019-06-27,26575
ggplot2,2019-06-28,24998
ggplot2,2019-06-29,13264
ggplot2,2019-06-30,13395
ggplot2,2019-07-01,26877
ggplot2,2019-07-02,28288
ggplot2,2019-07-03,28162
ggplot2,2019-07-04,23002
ggplot2,2019-07-05,21848
ggplot2,2019-07-06,13798
ggplot2,2019-07-07,13102
ggplot2,2019-07-08,28888
ggplot2,2019-07-09,30150
ggplot2,2019-07-10,27429
ggplot2,2019-07-11,26864
ggplot2,2019-07-12,23810
ggplot2,2019-07-13,12774
ggplot2,2019-07-14,12441
ggplot2,2019-07-15,24892
ggplot2,2019-07-16,27896
ggplot2,2019-07-17,27623
ggplot2,2019-07-18,27986
ggplot2,2019-07-19,23997
ggplot2,2019-07-20,12421
ggplot2,2019-07-21,12377
ggplot2,2019-07-22,25243
ggplot2,2019-07-23,29220
ggplot2,2019-07-24,26962
ggplot2,2019-07-25,27336
ggplot2,2019-07-26,24481
ggplot2,2019-07-27,12891
ggplot2,2019-07-28,12741
ggplot2,2019-07-29,25327
ggplot2,2019-07-30,26901
ggplot2,2019-07-31,27130
ggplot2,2019-08-01,25366
ggplot2,2019-08-02,22690
ggplot2,2019-08-03,12069
ggplot2,2019-08-04,11686
ggplot2,2019-08-05,25623
ggplot2,2019-08-06,27992
ggplot2,2019-08-07,26586
ggplot2,2019-08-08,26194
ggplot2,2019-08-09,22061
ggplot2,2019-08-10,11743
ggplot2,2019-08-11,14718
ggplot2,2019-08-12,29697
ggplot2,2019-08-13,30201
ggplot2,2019-08-14,28992
ggplot2,2019-08-15,24520
ggplot2,2019-08-16,22943
ggplot2,2019-08-17,13326
ggplot2,2019-08-18,12838
ggplot2,2019-08-19,28192
ggplot2,2019-08-20,29415
ggplot2,2019-08-21,29177
ggplot2,2019-08-22,29221
ggplot2,2019-08-23,23477
ggplot2,2019-08-24,14473
ggplot2,2019-08-25,13280
ggplot2,2019-08-26,27804
ggplot2,2019-08-27,32871
ggplot2,2019-08-28,31730
ggplot2,2019-08-29,30069
ggplot2,2019-08-30,27377
ggplot2,2019-08-31,13531
ggplot2,2019-09-01,13103
ggplot2,2019-09-02,25096
ggplot2,2019-09-03,33153
ggplot2,2019-09-04,36386
ggplot2,2019-09-05,36379
ggplot2,2019-09-06,32544
ggplot2,2019-09-07,20167
ggplot2,2019-09-08,18635
ggplot2,2019-09-09,40180
ggplot2,2019-09-10,40430
ggplot2,2019-09-11,40541
ggplot2,2019-09-12,37807
ggplot2,2019-09-13,31932
ggplot2,2019-09-14,20228
ggplot2,2019-09-15,21339
ggplot2,2019-09-16,41397
ggplot2,2019-09-17,44993
ggplot2,2019-09-18,43846
ggplot2,2019-09-19,42844
ggplot2,2019-09-20,35623
ggplot2,2019-09-21,21872
ggplot2,2019-09-22,21815
ggplot2,2019-09-23,41411
ggplot2,2019-09-24,43710
ggplot2,2019-09-25,43067
ggplot2,2019-09-26,40469
ggplot2,2019-09-27,36776
ggplot2,2019-09-28,21055
ggplot2,2019-09-29,21450
ggplot2,2019-09-30,40492
ggplot2,2019-10-01,42182
ggplot2,2019-10-02,39292
ggplot2,2019-10-03,38139
ggplot2,2019-10-04,34742
ggplot2,2019-10-05,21580
ggplot2,2019-10-06,20301
ggplot2,2019-10-07,39840
ggplot2,2019-10-08,41505
ggplot2,2019-10-09,41291
ggplot2,2019-10-10,40191
ggplot2,2019-10-11,34916
ggplot2,2019-10-12,22149
ggplot2,2019-10-13,21523
ggplot2,2019-10-14,38852
ggplot2,2019-10-15,41294
ggplot2,2019-10-16,39713
ggplot2,2019-10-17,38513
ggplot2,2019-10-18,32965
ggplot2,2019-10-19,20829
ggplot2,2019-10-20,20256
ggplot2,2019-10-21,39235
ggplot2,2019-10-22,43015
ggplot2,2019-10-23,40284
ggplot2,2019-10-24,39548
ggplot2,2019-10-25,33127
ggplot2,2019-10-26,19435
ggplot2,2019-10-27,19891
ggplot2,2019-10-28,37834
ggplot2,2019-10-29,40898
ggplot2,2019-10-30,38987
ggplot2,2019-10-31,36279
ggplot2,2019-11-01,28541
ggplot2,2019-11-02,18041
ggplot2,2019-11-03,19122
ggplot2,2019-11-04,37548
ggplot2,2019-11-05,39987
ggplot2,2019-11-06,37668
ggplot2,2019-11-07,35660
ggplot2,2019-11-08,31914
ggplot2,2019-11-09,20246
ggplot2,2019-11-10,19758
ggplot2,2019-11-11,34894
ggplot2,2019-11-12,39433
ggplot2,2019-11-13,38372
ggplot2,2019-11-14,36852
ggplot2,2019-11-15,32828
ggplot2,2019-11-16,20420
ggplot2,2019-11-17,20686
ggplot2,2019-11-18,38284
ggplot2,2019-11-19,39056
ggplot2,2019-11-20,36511
ggplot2,2019-11-21,42664
ggplot2,2019-11-22,38071
ggplot2,2019-11-23,21411
ggplot2,2019-11-24,21592
ggplot2,2019-11-25,40979
ggplot2,2019-11-26,43498
ggplot2,2019-11-27,39898
ggplot2,2019-11-28,34826
ggplot2,2019-11-29,29254
ggplot2,2019-11-30,20548
ggplot2,2019-12-01,22036
ggplot2,2019-12-02,42975
ggplot2,2019-12-03,43706
ggplot2,2019-12-04,42529
ggplot2,2019-12-05,40421
ggplot2,2019-12-06,44507
ggplot2,2019-12-07,20282
ggplot2,2019-12-08,20346
ggplot2,2019-12-09,39640
ggplot2,2019-12-10,41507
ggplot2,2019-12-11,39932
ggplot2,2019-12-12,37719
ggplot2,2019-12-13,32123
ggplot2,2019-12-14,20592
ggplot2,2019-12-15,20416
ggplot2,2019-12-16,35650
ggplot2,2019-12-17,36712
ggplot2,2019-12-18,34181
ggplot2,2019-12-19,32114
ggplot2,2019-12-20,27622
ggplot2,2019-12-21,17213
ggplot2,2019-12-22,15471
ggplot2,2019-12-23,22060
ggplot2,2019-12-24,18065
ggplot2,2019-12-25,13758
ggplot2,2019-12-26,17682
ggplot2,2019-12-27,18957
ggplot2,2019-12-28,15572
ggplot2,2019-12-29,15442
ggplot2,2019-12-30,22328
ggplot2,2019-12-31,17464
ggplot2,2020-01-01,12905
ggplot2,2020-01-02,23817
ggplot2,2020-01-03,25589
ggplot2,2020-01-04,18100
ggplot2,2020-01-05,17387
ggplot2,2020-01-06,32192
ggplot2,2020-01-07,37478
ggplot2,2020-01-08,37390
ggplot2,2020-01-09,37363
ggplot2,2020-01-10,34969
ggplot2,2020-01-11,20575
ggplot2,2020-01-12,23692
ggplot2,2020-01-13,41793
ggplot2,2020-01-14,42412
ggplot2,2020-01-15,40575
ggplot2,2020-01-16,40150
ggplot2,2020-01-17,34442
ggplot2,2020-01-18,19643
ggplot2,2020-01-19,19089
ggplot2,2020-01-20,34508
ggplot2,2020-01-21,41155
ggplot2,2020-01-22,41689
ggplot2,2020-01-23,40107
ggplot2,2020-01-24,33951
ggplot2,2020-01-25,20226
ggplot2,2020-01-26,20260
ggplot2,2020-01-27,37986
ggplot2,2020-01-28,41526
ggplot2,2020-01-29,42271
ggplot2,2020-01-30,40697
ggplot2,2020-01-31,36142
ggplot2,2020-02-01,20125
ggplot2,2020-02-02,19597
ggplot2,2020-02-03,39741
ggplot2,2020-02-04,42483
ggplot2,2020-02-05,42100
ggplot2,2020-02-06,42561
ggplot2,2020-02-07,40696
ggplot2,2020-02-08,24952
ggplot2,2020-02-09,24270
ggplot2,2020-02-10,42275
ggplot2,2020-02-11,45186
ggplot2,2020-02-12,46417
ggplot2,2020-02-13,42489
ggplot2,2020-02-14,34998
ggplot2,2020-02-15,19640
ggplot2,2020-02-16,19871
ggplot2,2020-02-17,40189
ggplot2,2020-02-18,45692
ggplot2,2020-02-19,46116
ggplot2,2020-02-20,44429
ggplot2,2020-02-21,39446
ggplot2,2020-02-22,24457
ggplot2,2020-02-23,24404
ggplot2,2020-02-24,39287
ggplot2,2020-02-25,42860
ggplot2,2020-02-26,44631
ggplot2,2020-02-27,42154
ggplot2,2020-02-28,34426
ggplot2,2020-02-29,5554
ggplot2,2020-03-01,19205
ggplot2,2020-03-02,42042
ggplot2,2020-03-03,50320
ggplot2,2020-03-04,51059
ggplot2,2020-03-05,54743
ggplot2,2020-03-06,60530
ggplot2,2020-03-07,40101
ggplot2,2020-03-08,41954
ggplot2,2020-03-09,67698
ggplot2,2020-03-10,68219
ggplot2,2020-03-11,65103
ggplot2,2020-03-12,60773
ggplot2,2020-03-13,53728
ggplot2,2020-03-14,43836
ggplot2,2020-03-15,45254
ggplot2,2020-03-16,61202
ggplot2,2020-03-17,64476
ggplot2,2020-03-18,69799
ggplot2,2020-03-19,66570
ggplot2,2020-03-20,60288
ggplot2,2020-03-21,50806
ggplot2,2020-03-22,52172
ggplot2,2020-03-23,63825
ggplot2,2020-03-24,64757
ggplot2,2020-03-25,63129
ggplot2,2020-03-26,64756
ggplot2,2020-03-27,63344
ggplot2,2020-03-28,50714
ggplot2,2020-03-29,52736
ggplot2,2020-03-30,63720
ggplot2,2020-03-31,66205
ggplot2,2020-04-01,65428
ggplot2,2020-04-02,64425
ggplot2,2020-04-03,60720
ggplot2,2020-04-04,50522
ggplot2,2020-04-05,50101
ggplot2,2020-04-06,62816
ggplot2,2020-04-07,65036
ggplot2,2020-04-08,65465
ggplot2,2020-04-09,62851
ggplot2,2020-04-10,57150
ggplot2,2020-04-11,49770
ggplot2,2020-04-12,49406
ggplot2,2020-04-13,62328
ggplot2,2020-04-14,62943
ggplot2,2020-04-15,61322
ggplot2,2020-04-16,60828
ggplot2,2020-04-17,57652
ggplot2,2020-04-18,52350
ggplot2,2020-04-19,48923
ggplot2,2020-04-20,62666
ggplot2,2020-04-21,63808
ggplot2,2020-04-22,63820
ggplot2,2020-04-23,64844
ggplot2,2020-04-24,62936
ggplot2,2020-04-25,49891
ggplot2,2020-04-26,50628
ggplot2,2020-04-27,63519
ggplot2,2020-04-28,65548
ggplot2,2020-04-29,67384
ggplot2,2020-04-30,63632
ggplot2,2020-05-01,56357
ggplot2,2020-05-02,51219
ggplot2,2020-05-03,52507
ggplot2,2020-05-04,60911
ggplot2,2020-05-05,61734
ggplot2,2020-05-06,63293
ggplot2,2020-05-07,61673
ggplot2,2020-05-08,59170
ggplot2,2020-05-09,49081
ggplot2,2020-05-10,45990
ggplot2,2020-05-11,60420
ggplot2,2020-05-12,63852
ggplot2,2020-05-13,62103
ggplot2,2020-05-14,60082
ggplot2,2020-05-15,57881
ggplot2,2020-05-16,44388
ggplot2,2020-05-17,49915
ggplot2,2020-05-18,60331
ggplot2,2020-05-19,64693
ggplot2,2020-05-20,56085
ggplot2,2020-05-21,49549
ggplot2,2020-05-22,46647
ggplot2,2020-05-23,42143
ggplot2,2020-05-24,41904
ggplot2,2020-05-25,47728
ggplot2,2020-05-26,52889
ggplot2,2020-05-27,53452
ggplot2,2020-05-28,52519
ggplot2,2020-05-29,66423
ggplot2,2020-05-30,46193
ggplot2,2020-05-31,47186
ggplot2,2020-06-01,59302
ggplot2,2020-06-02,64501
ggplot2,2020-06-03,64499
ggplot2,2020-06-04,60737
ggplot2,2020-06-05,58024
ggplot2,2020-06-06,46792
ggplot2,2020-06-07,46655
ggplot2,2020-06-08,64781
ggplot2,2020-06-09,61570
ggplot2,2020-06-10,60611
ggplot2,2020-06-11,60719
ggplot2,2020-06-12,54506
ggplot2,2020-06-13,45697
ggplot2,2020-06-14,47748
ggplot2,2020-06-15,60293
ggplot2,2020-06-16,60918
ggplot2,2020-06-17,56716
ggplot2,2020-06-18,64021
ggplot2,2020-06-19,60709
ggplot2,2020-06-20,46164
ggplot2,2020-06-21,45808
ggplot2,2020-06-22,60423
ggplot2,2020-06-23,58851
ggplot2,2020-06-24,53214
ggplot2,2020-06-25,53794
ggplot2,2020-06-26,51060
ggplot2,2020-06-27,38067
ggplot2,2020-06-28,38917
ggplot2,2020-06-29,53503
ggplot2,2020-06-30,54768
ggplot2,2020-07-01,50074
ggplot2,2020-07-02,51602
ggplot2,2020-07-03,46974
ggplot2,2020-07-04,35083
ggplot2,2020-07-05,37543
ggplot2,2020-07-06,51844
ggplot2,2020-07-07,51872
ggplot2,2020-07-08,51688
ggplot2,2020-07-09,51247
ggplot2,2020-07-10,50757
ggplot2,2020-07-11,35868
ggplot2,2020-07-12,37875
ggplot2,2020-07-13,49251
ggplot2,2020-07-14,52927
ggplot2,2020-07-15,51331
ggplot2,2020-07-16,51781
ggplot2,2020-07-17,47794
ggplot2,2020-07-18,39718
ggplot2,2020-07-19,38070
ggplot2,2020-07-20,53887
ggplot2,2020-07-21,52269
ggplot2,2020-07-22,50340
ggplot2,2020-07-23,51436
ggplot2,2020-07-24,47788
ggplot2,2020-07-25,39144
ggplot2,2020-07-26,39036
ggplot2,2020-07-27,49406
ggplot2,2020-07-28,48598
ggplot2,2020-07-29,48137
ggplot2,2020-07-30,47469
ggplot2,2020-07-31,44269
ggplot2,2020-08-01,36606
ggplot2,2020-08-02,35332
ggplot2,2020-08-03,50816
ggplot2,2020-08-04,50676
ggplot2,2020-08-05,52680
ggplot2,2020-08-06,49193
ggplot2,2020-08-07,45563
ggplot2,2020-08-08,35133
ggplot2,2020-08-09,36155
ggplot2,2020-08-10,47625
ggplot2,2020-08-11,51114
ggplot2,2020-08-12,48458
ggplot2,2020-08-13,49645
ggplot2,2020-08-14,44313
ggplot2,2020-08-15,35502
ggplot2,2020-08-16,39237
ggplot2,2020-08-17,48309
ggplot2,2020-08-18,50624
ggplot2,2020-08-19,50317
ggplot2,2020-08-20,46390
ggplot2,2020-08-21,45432
ggplot2,2020-08-22,37043
ggplot2,2020-08-23,36787
ggplot2,2020-08-24,51538
ggplot2,2020-08-25,52207
ggplot2,2020-08-26,52950
ggplot2,2020-08-27,51600
ggplot2,2020-08-28,46323
ggplot2,2020-08-29,36264
ggplot2,2020-08-30,36953
ggplot2,2020-08-31,49673
ggplot2,2020-09-01,52930
ggplot2,2020-09-02,55732
ggplot2,2020-09-03,58441
ggplot2,2020-09-04,48165
ggplot2,2020-09-05,36310
ggplot2,2020-09-06,37284
ggplot2,2020-09-07,48814
ggplot2,2020-09-08,54889
ggplot2,2020-09-09,57006
ggplot2,2020-09-10,56472
ggplot2,2020-09-11,52556
ggplot2,2020-09-12,37275
ggplot2,2020-09-13,37507
ggplot2,2020-09-14,56306
ggplot2,2020-09-15,52343
ggplot2,2020-09-16,44555
ggplot2,2020-09-17,58460
ggplot2,2020-09-18,65126
ggplot2,2020-09-19,43116
ggplot2,2020-09-20,44278
ggplot2,2020-09-21,62429
ggplot2,2020-09-22,65275
ggplot2,2020-09-23,62603
ggplot2,2020-09-24,62588
ggplot2,2020-09-25,58161
ggplot2,2020-09-26,43607
ggplot2,2020-09-27,45068
ggplot2,2020-09-28,60917
ggplot2,2020-09-29,63517
ggplot2,2020-09-30,64071
ggplot2,2020-10-01,60625
ggplot2,2020-10-02,56791
ggplot2,2020-10-03,41960
ggplot2,2020-10-04,43545
ggplot2,2020-10-05,60358
ggplot2,2020-10-06,64249
ggplot2,2020-10-07,62920
ggplot2,2020-10-08,61476
ggplot2,2020-10-09,54174
ggplot2,2020-10-10,43268
ggplot2,2020-10-11,44827
ggplot2,2020-10-12,60500
ggplot2,2020-10-13,62278
ggplot2,2020-10-14,62591
ggplot2,2020-10-15,62312
ggplot2,2020-10-16,56115
ggplot2,2020-10-17,42173
ggplot2,2020-10-18,42621
ggplot2,2020-10-19,60789
ggplot2,2020-10-20,62682
ggplot2,2020-10-21,61665
ggplot2,2020-10-22,60086
ggplot2,2020-10-23,54216
ggplot2,2020-10-24,41116
ggplot2,2020-10-25,40229
ggplot2,2020-10-26,57844
ggplot2,2020-10-27,61206
ggplot2,2020-10-28,59190
ggplot2,2020-10-29,58982
ggplot2,2020-10-30,55383
ggplot2,2020-10-31,40497
ggplot2,2020-11-01,41434
ggplot2,2020-11-02,58532
ggplot2,2020-11-03,61838
ggplot2,2020-11-04,60104
ggplot2,2020-11-05,60595
ggplot2,2020-11-06,54649
ggplot2,2020-11-07,42714
ggplot2,2020-11-08,43118
ggplot2,2020-11-09,63408
ggplot2,2020-11-10,73909
ggplot2,2020-11-11,73514
ggplot2,2020-11-12,71788
ggplot2,2020-11-13,66148
ggplot2,2020-11-14,52925
ggplot2,2020-11-15,54136
ggplot2,2020-11-16,69719
ggplot2,2020-11-17,74014
ggplot2,2020-11-18,71236
ggplot2,2020-11-19,70541
ggplot2,2020-11-20,66101
ggplot2,2020-11-21,53323
ggplot2,2020-11-22,51742
ggplot2,2020-11-23,67641
ggplot2,2020-11-24,65529
ggplot2,2020-11-25,51643
ggplot2,2020-11-26,58332
ggplot2,2020-11-27,55822
ggplot2,2020-11-28,47607
ggplot2,2020-11-29,52188
ggplot2,2020-11-30,67441
ggplot2,2020-12-01,63422
ggplot2,2020-12-02,43530
ggplot2,2020-12-03,35842
ggplot2,2020-12-04,32038
ggplot2,2020-12-05,20713
ggplot2,2020-12-06,21105
ggplot2,2020-12-07,34842
ggplot2,2020-12-08,33687
ggplot2,2020-12-09,35116
ggplot2,2020-12-10,33535
ggplot2,2020-12-11,30070
ggplot2,2020-12-12,17907
ggplot2,2020-12-13,19076
ggplot2,2020-12-14,31005
ggplot2,2020-12-15,32706
ggplot2,2020-12-16,36270
ggplot2,2020-12-17,31114
ggplot2,2020-12-18,25871
ggplot2,2020-12-19,15473
ggplot2,2020-12-20,15716
ggplot2,2020-12-21,25088
ggplot2,2020-12-22,65557
ggplot2,2020-12-23,23347
ggplot2,2020-12-24,15373
ggplot2,2020-12-25,11328
ggplot2,2020-12-26,12529
ggplot2,2020-12-27,13121
ggplot2,2020-12-28,21091
ggplot2,2020-12-29,49517
ggplot2,2020-12-30,31306
ggplot2,2020-12-31,27769
ggplot2,2021-01-01,13981
ggplot2,2021-01-02,25382
ggplot2,2021-01-03,18964
ggplot2,2021-01-04,34673
ggplot2,2021-01-05,35438
ggplot2,2021-01-06,32634
ggplot2,2021-01-07,38040
ggplot2,2021-01-08,30798
ggplot2,2021-01-09,18929
ggplot2,2021-01-10,19562
ggplot2,2021-01-11,36066
ggplot2,2021-01-12,37119
ggplot2,2021-01-13,45102
ggplot2,2021-01-14,63025
ggplot2,2021-01-15,44640
ggplot2,2021-01-16,56211
ggplot2,2021-01-17,55811
ggplot2,2021-01-18,71079
ggplot2,2021-01-19,59393
ggplot2,2021-01-20,40213
ggplot2,2021-01-21,40012
ggplot2,2021-01-22,35507
ggplot2,2021-01-23,20458
ggplot2,2021-01-24,20896
ggplot2,2021-01-25,38929
ggplot2,2021-01-26,40728
ggplot2,2021-01-27,40419
ggplot2,2021-01-28,38984
ggplot2,2021-01-29,33934
ggplot2,2021-01-30,20647
ggplot2,2021-01-31,20581
ggplot2,2021-02-01,40337
ggplot2,2021-02-02,41736
ggplot2,2021-02-03,40497
ggplot2,2021-02-04,40779
ggplot2,2021-02-05,35407
ggplot2,2021-02-06,20557
ggplot2,2021-02-07,20808
ggplot2,2021-02-08,37624
ggplot2,2021-02-09,39552
ggplot2,2021-02-10,39354
ggplot2,2021-02-11,37075
ggplot2,2021-02-12,31564
ggplot2,2021-02-13,19820
ggplot2,2021-02-14,18340
ggplot2,2021-02-15,34561
ggplot2,2021-02-16,37124
ggplot2,2021-02-17,38785
ggplot2,2021-02-18,38857
ggplot2,2021-02-19,34408
ggplot2,2021-02-20,19840
ggplot2,2021-02-21,19918
ggplot2,2021-02-22,38234
ggplot2,2021-02-23,41366
ggplot2,2021-02-24,44647
ggplot2,2021-02-25,44638
ggplot2,2021-02-26,41246
ggplot2,2021-02-27,24942
ggplot2,2021-02-28,24035
ggplot2,2021-03-01,47336
ggplot2,2021-03-02,49720
ggplot2,2021-03-03,57800
ggplot2,2021-03-04,61880
ggplot2,2021-03-05,55367
ggplot2,2021-03-06,39381
